职位名称,地区,薪水,标签,能力要求,公司名字,福利待遇,详情链接,最低薪水,最高薪水,平均薪水,经验要求,学历要求,城市,福利个数
人工智能算法专家,广州·番禺区·市桥,10-15K·15薪,"1-3年, 硕士","全职工作, 标注结果抽查, 图片标注, 文本标注, 分类标注, 数据分析能力强",奥玄信息,五险一金,https://www.zhipin.com/job_detail/74f9cf76c6204dc41X1_2NW_GFJS.html?lid=Kru9hbReI6.search.10&securityId=x15U0gaD6UuHv--1brptsyQFscmybt18UUApWd9viX4mdpmowQGuFZ6QR0WWF9XQTINEOqmrFQ2z0HnuxYJX5_bNHM0qXbnXmGnE2fEY2q9MsNLF&sessionId=,10,15,12.5,1-3年,硕士,广州,1
科研岗位（人工智能方向）,广州·海珠区·官洲,30-60K,"经验不限, 博士","研究导向, 搜索/推荐, 语音/图像识别, Java, Python, C/C++, 计算机相关专业, 数学/统计相关专业, 机器学习算法/工程化经验",广州人工智能与数...,绩效奖金，年终奖，五险一金,https://www.zhipin.com/job_detail/ae656c040d57a32a1XJ60tq1FVpZ.html?lid=Kru9hbReI6.search.11&securityId=AaoVgkdNfWlmn-t1PshtJFFRkn4iVPkiwwTxsWHKfOBJo6g7dT0OYW-NFGtQt7D-v7h3Hc8uVU4aCxsxWo4l9xCNfbBbIoy4m0Qj7RzzRmLDc91y3hk0&sessionId=,30,60,45,经验不限,博士,广州,3
人工智能、编程老师,广州·越秀区·建设路,5-8K,"经验不限, 本科","大学/大专生, 集体授课, 小班教学（3-25人）, 线下教育, 线下授课, 讲义/教纲编写能力, 教师资格证, 教育学专业背景, 全职兼职均可, 坐班, 中学生, 课程/课件研发, 学前儿童/小学生",明尚科技,定期体检，五险一金，补充医疗保险,https://www.zhipin.com/job_detail/bf1eab9abebe2b821nx53tu6FFNW.html?lid=Kru9hbReI6.search.12&securityId=hoprgbjEzPAE1-51KVGoSP3BQT64FW438QudTlcquI_9J5yVtjn6NTCJMRrNJW9V2psPzOWPr-bUZBXwQD9_Z5o3ej_JAlkwopn-usJ9cWFj_UDQCw~~&sessionId=,5,8,6.5,经验不限,本科,广州,3
人工智能,广州·天河区·车陂,4-6K·13薪,"1-3年, 本科","算法设计, STM32",星瞳科技,带薪年假，年终奖，加班补助，五险一金,https://www.zhipin.com/job_detail/4436e1600f5325981XV43Nm4GFFV.html?lid=Kru9hbReI6.search.13&securityId=IZjmrylxY7tFb-q1aMF72eDAkUCxjXmjmV5wlzKVFECu6ZjbM3345pW6PYfCQwljECaO8sMiVvu8Lvdkkk9gi-T-0YslHnWgHtzDFVMY_nBTjb8iVw~~&sessionId=,4,6,5,1-3年,本科,广州,4
人工智能实习生,广州·南沙区·金洲,7-12K,"经验不限, 本科","语音/图像识别, C/C++, OpenCV, 计算机相关专业, 数学/统计相关专业, 深度学习经验, QS 排名 top 200",芯峰科技,五险一金，年终奖，股票期权，带薪年假，员工旅游，节日福利，零食下午茶,https://www.zhipin.com/job_detail/9c3104508a475b981X1739u_FFtQ.html?lid=Kru9hbReI6.search.14&securityId=XkElMSBeZaJ4E--1X_5aKUwclBXm32eoINoiKURBJljNLG-AEVDrKAZgPTdwujwVi_N_0CF2qTzsk3qtRQ2anIWyEZUyHSCHyZ6rf01UNWck54tHiQ~~&sessionId=,7,12,9.5,经验不限,本科,广州,7
人工智能机器工程师,广州,15-25K,"3-5年, 大专","风控/反欺诈, Python, C/C++, 英文读写能力良好, 深度学习经验, 机器学习算法/工程化经验",北科检测集团有限公司,五险一金，全勤奖，带薪年假，节日福利，员工旅游，年终奖，零食下午茶,https://www.zhipin.com/job_detail/9a7b22fc79dd9c9c1XB72NW8GFNX.html?lid=Kru9hbReI6.search.15&securityId=LmSN2wWiNrpDC-C16pf_lJ7MoZsQ2YWk_6RljVaLSyFxJ0EOVA0EKpkse4PwFkw9ilW4VQbAYaputlMalCV7rE7NLL5nrOYQfwy3UXEpjL11c0d4abQ~&sessionId=,15,25,20,3-5年,大专,广州,7
人工智能模型工程师,广州·海珠区·琶洲,30-35K,"5-10年, 本科",智能模型工程师,中文数字技术(广州),团建聚餐，节日福利，营养午餐，零食下午茶，五险一金，带薪年假,https://www.zhipin.com/job_detail/58d225a25b9998bd1X1-2tW6E1FR.html?lid=Kru9hbReI6.search.16&securityId=c0fTf6jeI8azC-y1dM4hPrFRx65NzyBWVa5ZnQNeWVT4zcr1twU7wBfP_pN7uge80S54pwUEH8OT8t2CHkBQrlSWgBT_q63ZTjzM9NpwMh9w54YHhuM~&sessionId=,30,35,32.5,5-10年,本科,广州,6
人工智能算法工程师,广州·越秀区·黄花岗,8-10K,"1-3年, 本科","深度学习算法, 机器学习算法, 视觉图像算法, C++, Java, TensorFlow, PyTorch",中科巨匠,零食下午茶，交通补助，员工旅游，节日福利，团建聚餐，餐补，加班补助，五险一金,https://www.zhipin.com/job_detail/c4312744e76800821n1_39-7E1VX.html?lid=Kru9hbReI6.search.17&securityId=AkDDDoh8KYOB7-F1ZKigpv_c3SikGcNHKOR7YZnNGm12Z-zXMuIo8tlRAEzIiupPNBiLLmGProvGcoDau0bokc_V4xBzjMmsTkP0rzoalu19n_4X6Mf8Qjdoe7mvkrQDxC8DofowjdC815qhEkpH14c~&sessionId=,8,10,9,1-3年,本科,广州,8
人工智能应用工程师,广州·黄埔区·文冲,10-15K,"1-3年, 本科","Java, Python, C/C++, 计算机相关专业, 机器学习算法/工程化经验, 深度学习经验, 机器人, 人工智能, 应用工程师",威控机器人,五险一金，周末双休，带薪年假，年终奖,https://www.zhipin.com/job_detail/c8cde03aadc5186f1Xxy09i_FVZV.html?lid=Kru9hbReI6.search.18&securityId=f5kuAUltEc2cD-s1rJGpAr7-47DD6RZGQWuVigHROvN2SZT50SkUW09e7PvVwkeCcwjnP5hx6Dg3EWS3kTfsy5jzx_5FzvJXu9Bwd3PArCtdjxUeuQ~~&sessionId=,10,15,12.5,1-3年,本科,广州,4
人工智能算法研究员,广州·南沙区·珠江旧镇,14-18K,"在校/应届, 硕士","研究导向, 搜索/推荐, Java, Python, 计算机相关专业, 机器学习算法/工程化经验, 有国际期刊/会议论文发表",华转中心,带薪年假，餐补，节日福利，交通补助，定期体检，住房补贴，年终奖，五险一金，通讯补贴,https://www.zhipin.com/job_detail/3049701f9b7d0b861XN_2tW_FlBW.html?lid=Kru9hbReI6.search.19&securityId=VfrOiz8at3N1b-m1rgIVN3UsHhhPSuFlIm-TfoGA5qQVKvf-NxedsUFYUVixNuNyiqT-9y-kwA0FdXztZjccpae9l1DEXgcLg3kQa79qXjrHb8Qj-w~~&sessionId=,14,18,16,在校/应届,硕士,广州,9
高级项目经理（人工智能）,广州·黄埔区·科学城,17-21K,"3-5年, 本科","计算机相关专业, 中大型软件项目管理经验, 团队管理经验, PMP, 系统集成项目管理工程师, 信息系统项目管理师, 人工智能, 智能化, 信息系统",德科信息,团建聚餐，企业年金，带薪年假，股票期权，生日福利，意外险，年终奖，节日福利，五险一金,https://www.zhipin.com/job_detail/fe4b25273a70650a1X1_2NW5ElFV.html?lid=Kru9hbReI6.search.20&securityId=FsfuwdXADzysO-h1FUuGfGLKmhEL8Stcj7-5bgsbRVJstyaCLwLQgyB1LPQgRueCKIoN7wOdrq_6coP_sygCjEw8PyIlBqOS4tp1DNZe7BQUgKzQJjc~&sessionId=,17,21,19,3-5年,本科,广州,9
人工智能工程师,广州·番禺区·钟村,4-5K,"经验不限, 大专",机械理解,巴山达,,https://www.zhipin.com/job_detail/fb3865ef5259ab8f1nJ62t2-EVtW.html?lid=Kru9hbReI6.search.21&securityId=GlPoZ088x0C6_-v1jp5u5huSfvEgWqJd445dldE4Hc70uNLRNDyDWJJIKTgtVien5pPFy2_C1r9gzMVhftyW81uoljoagesvKHq148QmnZUcJ9a5-9Av&sessionId=,4,5,4.5,经验不限,大专,广州,1
人工智能语音顾问,广州·天河区·前进,3-6K,"1年以内, 本科",普通话标准,枫逸科创,全勤奖，零食下午茶,https://www.zhipin.com/job_detail/065e1b7094d9d0c603d_0tm1ElM~.html?lid=Kru9hbReI6.search.22&securityId=ClQpoBAU3XkiV-P1qg0sD8yR9PzyRzD_mfVFE-jLlDkuV2dRnSxWuVc2CHzybXjWMtdaRsOwnjByRs1zfgSNZ7WZClA2gX9_q2S-xpmDuwHabgzb&sessionId=,3,6,4.5,1年以内,本科,广州,2
人工智能工程师,广州·荔湾区·环市西,20-21K,"3-5年, 本科","算法设计, 视觉图像算法, 深度学习算法",皮小度,定期体检，带薪年假，五险一金，员工旅游，节日福利,https://www.zhipin.com/job_detail/531fef4983dbc6631nJ-3NS0GVVV.html?lid=Kru9hbReI6.search.23&securityId=RhEUTj_RvWb8j-Y1oXYC90lnFnZdM6QoVuQBf-kU2AR8KtbbU8FZKVne_vgcnXWaR_LCYG1d49wM26KZ6QxVNyYXJ1OxL6lDFk58yj2CiGvXqw6J2DBE&sessionId=,20,21,20.5,3-5年,本科,广州,5
人工智能研究员,广州·荔湾区·芳村,25-45K·13薪,"3-5年, 博士","业务导向/研究导向, 语音/图像识别, TensorFlow/PyTorch, CNN/RNN/LSTM, OpenCV, 计算机相关专业, 机器学习算法/工程化经验, 有国际期刊/会议论文发表",信念智能机器人科技,年终奖，五险一金,https://www.zhipin.com/job_detail/b8c89dee800348e31XB839u8GFNX.html?lid=Kru9hbReI6.search.24&securityId=cXutwZrD33a6n-S1XMbw3YA3XlwCDowClXA0TAC7fFCb86q2VTUBWJh7zUdtHxXL_h7HvGZU4ZRSBF-Xhq87CrK_NjwTA84ub_0CocqkLf_Zp7At6Jz_&sessionId=,25,45,35,3-5年,博士,广州,2
高级产品经理（人工智能）,广州·白云区·嘉禾,20-25K,"3-5年, 本科","人工智能, 新零售",雅量集团,生日福利，年终奖，团建聚餐，员工旅游，股票期权，节日福利，带薪年假，餐补，保底工资，底薪加提成,https://www.zhipin.com/job_detail/3092f355eeebbdc303x43tS6EFM~.html?lid=Kru9hbReI6.search.25&securityId=pylmfMvvh00rL-k1qA_egkzxDKjXRFVrNLzciIm_7UU70KnExHIxHBxUtE-SkbcaDlAAplvoyA31oBvpP38sbZHrogpsjShkQelIjDYNVy0gXeSyUw~~&sessionId=,20,25,22.5,3-5年,本科,广州,10
人工智能项目经理（驻场）,广州·黄埔区·科学城,15-23K,"5-10年, 本科","企业内部技术项目管理, 中大型软件项目管理经验, 大数据项目管理经验, 售前支持经验, PMI-ACP, 系统集成项目管理工程师, 信息系统项目管理师, 人工智能客服, 智能机器人, NLP算法",彩讯股份,股票期权，五险一金，生子礼金，带薪年假，节日福利，结婚礼金，加班调休，定期体检，零食下午茶,https://www.zhipin.com/job_detail/ef3c78a2612784061X1-2di9FVBS.html?lid=Kru9hbReI6.search.26&securityId=EQqRy8AppXqVR-11nWh8nwaUuzw_hYzjwVpcpkrje8Y262G7eolMuWE0qYeOTgzAzaVAAfXx44H5skCaJ18cZyqotir3hknEWqqZoGGkiyx3mb2osF3AwtEzQzjNvoOkTupZoOLuu1bZbgL30gGl&sessionId=,15,23,19,5-10年,本科,广州,9
人工智能算法工程师,广州·黄埔区·中心城,20-28K,"1-3年, 本科","语音/图像识别, 生物医疗, C/C++, TensorFlow/PyTorch, CNN/RNN/LSTM, 计算机相关专业, 数学/统计相关专业, 深度学习经验",新黄埔中医药联合...,节日福利，零食下午茶，餐补，五险一金，团建聚餐，定期体检，交通补助,https://www.zhipin.com/job_detail/c45d19840478d8ae1XF_3tm-E1pS.html?lid=Kru9hbReI6.search.27&securityId=vFKSNnKpVT4Qs-u1ieGmaLGGPE32Ti-dnHVnCWI-BiAXp_E4EB8CeQk-F3FsvY2GgwOE44d1NhSeJDKhaPYzp1R_ZnCqcY-WB3b7QCe1Q0X_tjPPfgQt&sessionId=,20,28,24,1-3年,本科,广州,7
知识维护主管（人工智能训练方向）,广州·天河区·小新塘,9-14K,"1-3年, 本科",知识库产品运营,小鹏汽车,五险一金，节日福利，带薪年假，补充医疗保险，年终奖，包吃，定期体检，餐补，股票期权,https://www.zhipin.com/job_detail/432fb8484755f5fd1XBy3d64GVVU.html?lid=Kru9hbReI6.search.28&securityId=D9JS0HbVbPq67-P1HMULLNMu7kUom4hcoICWRQWvC6H8vrYl2pKyjgrqWM3p9N_3ObLdBf4skq0DdVsVIkjEWq9Rtglvrt0BmTjjq3diPtf_EGc8twdgXe3PhZaPkxSz1BbwQ9KYaS5df1o0aG3s&sessionId=,9,14,11.5,1-3年,本科,广州,9
人工智能工程师,广州·天河区·五山,20-21K,"1-3年, 本科","Java, 搜索算法, 推荐算法",汉风教育,,https://www.zhipin.com/job_detail/a6acf7e6faf4404b3nZ-29m9F1M~.html?lid=Kru9hbReI6.search.29&securityId=sZZt9ARulJu1a-u1zdAXAqwUPnRmlTUFFgbbDizJueJnTaCchR7STLaHHphYtBgAUPrsHYT4MKX6o9crWcTu2tQzxKS6iirMNBUN-GsKkxpXFrKeIw~~&sessionId=,20,21,20.5,1-3年,本科,广州,1
人工智能工程师,广州·黄埔区·科学城,18-25K·13薪,"3-5年, 大专","视觉图像算法, 算法设计, Python",好推网络,五险一金，零食下午茶，年终奖，员工旅游，定期体检，全勤奖，包吃，节日福利，带薪年假,https://www.zhipin.com/job_detail/9cd33b4df5c19dcf1nF609W9ElFS.html?lid=Kru9hbReI6.search.30&securityId=QcDP2IlKHDtUA-Y1HcjuyYzmoqhp-dn6HtS86JpdbfZcc4XbzhBos3X120SR1OHXmYjW7aa5mXv9aa8ye5J1RKnlmK4D4CBrFUmz7jnqL-kA76OZ&sessionId=,18,25,21.5,3-5年,大专,广州,9
数据分析师,广州·番禺区·南村,14-21K·13薪,"经验不限, 本科",数据分析,SHEIN,补充医疗保险，五险一金，零食下午茶，加班补助，年终奖，带薪年假，节日福利，定期体检,https://www.zhipin.com/job_detail/002cf9f1e775c1fe1XJy0ty1EFNW.html?lid=KnXM7XL07Q.search.61&securityId=U2Tl6XR4aaTPs-Y11CwVfOCDRtz2U_lFgG19kHyo7gLQZyabIrWoDNK_cyWCUZnSPDYivifjlZNnbELfujP7KfgQK-3RKMZBncQndvgAL4XQJQJbB4g~&sessionId=,14,21,17.5,经验不限,本科,广州,8
数据分析师,广州·番禺区·大石,6-10K,"1年以内, 本科","数学/统计相关专业, 计算机相关专业, 数据分析/挖掘经验",广州知掘科技有限公司,,https://www.zhipin.com/job_detail/56bee15cbdbc1f8c1XN539i-E1tZ.html?lid=KnXM7XL07Q.search.62&securityId=vW6kcvslx0h0p-E122fRW8tE_hZdyT1wxoRWFtqlis8CzkD5amutYrqmOO-kjueJLX1W8SCAi3J3P8MoCCQilF5o77Zh3OtTeIfAOCJVb6CPqvWEuCk6&sessionId=,6,10,8,1年以内,本科,广州,1
数据分析师,广州·番禺区·南村,8-11K,"1-3年, 本科",数据分析/挖掘经验,晨曦股权投资基金...,员工旅游，餐补，节日福利，住房补贴，交通补助，五险一金，年终奖,https://www.zhipin.com/job_detail/32aae59d1700ee051XJz2tm5GVJW.html?lid=KnXM7XL07Q.search.63&securityId=qCISaZ7eM2N4r-71bkWdY0V4PYWoaMdo5F7foTYfkgeMY3vrGzh_rbRNl6cJnXTGpih9Ixggfp-SmYTPWY8bJJ7I8cysYyldYDc9PU0u7w-npSZn4m3P&sessionId=,8,11,9.5,1-3年,本科,广州,7
数据分析师,广州·荔湾区·芳村,12-18K·14薪,"3-5年, 本科","数据分析, 数据治理",未来一手网络科技...,餐补，员工旅游，定期体检，零食下午茶，股票期权，五险一金，加班补助，带薪年假，年终奖，节日福利,https://www.zhipin.com/job_detail/c7bb65dcd056a62c3nJ509i4FVQ~.html?lid=KnXM7XL07Q.search.64&securityId=sIVCdPikgmKDj-11rE4ubjDV_G5XfX8pfskAXrjNxrD36vzHLT1fOJkqXcsYuhckb6vGuMAeKybb3aG6L6UTx7UM9kmyoyrICWnmHQvFPwUaL8xrLQ~~&sessionId=,12,18,15,3-5年,本科,广州,10
数据分析师,广州·番禺区·钟村,8-13K,"1-3年, 本科","数据, 电商, 金融, 商业, 产品, 管理",偏爱服饰有限公司,补充医疗保险，全勤奖，员工旅游，通讯补贴，节日福利，五险,https://www.zhipin.com/job_detail/810d07a2bbeb272b1n152tS7GVdT.html?lid=KnXM7XL07Q.search.65&securityId=7sv8FiIY9amkq-J1RSBQNf4xydy3fYsxQzRV0UHBfup7930TH6gSbt5ErC49X5wnl7qIYQegnS2vXz3p7AhhxOIhSLy1Ke-fXxufLAWhly5YkRjwxes~&sessionId=,8,13,10.5,1-3年,本科,广州,6
数据分析师,广州·天河区·天平架,10-15K,"3-5年, 本科","SQL, Python, Hive, 数学/统计相关专业, 数据分析/挖掘经验, 机器学习建模经验",悦跑圈,免费工装，马拉松福利，全勤奖，节假日加班费，加班补助，生日福利，五险一金，包吃，法定节假日三薪，工龄奖，带薪年假，餐补，节日福利，员工旅游，定期体检,https://www.zhipin.com/job_detail/41fb11f55d860a041XJ-0ti5FFJU.html?lid=KnXM7XL07Q.search.66&securityId=STZJci68Bn_yb-01WLz07FgGt1k4gAtxFTQVLJHjp6KVBU4fjOxycZKYj0xatzXsEBmNEmccWE1xdgpFt7ESLc0EU7PvxtnJQfhAVdd1cQqghkMi&sessionId=,10,15,12.5,3-5年,本科,广州,15
数据分析师,广州·海珠区·客村,9-14K,"1-3年, 本科","Python, SPSS, SAS, MATLAB, 广告数据, 人群分析, 品牌资产, 销售预测",青木科技,带薪年假，员工旅游，餐补，团建聚餐，节日福利，年终奖，定期体检，五险一金,https://www.zhipin.com/job_detail/b669bf52a05181bd1nN43tS1GVFX.html?lid=KnXM7XL07Q.search.67&securityId=0GhGpHLy4OvdF-D1XokAndD429_8861SpemfohvY-ppselxuv6VZ2HwwP10L4-Ps5Zr4n4Ngb17MV5kWrmg4aWOcARKpiQXKIENWGGJzNkr6Elw~&sessionId=,9,14,11.5,1-3年,本科,广州,8
数据分析师,广州·花都区·狮岭,4-5K,"1年以内, 高中","包吃包住, 月休4天",世佳物流,全勤奖，带薪年假，包吃,https://www.zhipin.com/job_detail/5d2568de7f1e3e9e1nV_3tW6FVtT.html?lid=KnXM7XL07Q.search.68&securityId=lT-PDWx8G2rZS-b1RFsQQBr6Vdc_l0E4oBI51fLjzZP7zlif0jZV50D_3Hy50mOLCL4Ve0fOzwB-yZJ9k_EkWFWqu-24XTK8ZwrRrisgcZ31eI6yBn5J&sessionId=,4,5,4.5,1年以内,高中,广州,3
数据分析师,广州·海珠区·赤岗,7-12K·13薪,"经验不限, 本科","Python, 方差分析, 回归分析, SPSS, Excel, R, Stata",九章量化,五险一金,https://www.zhipin.com/job_detail/ddb7b085add22b2b1XRz2t--FVtQ.html?lid=KnXM7XL07Q.search.69&securityId=TmbDSkZwbWSvS-I1n2bstQzFzFMio8GXZk5YQbfG_Jjuz4nbYVw9v_Cw2RwDmlag6kMVGx564yx_EliHRh3lKx7QIiE7fH175BisrZoEjGLjeIlcCSuk&sessionId=,7,12,9.5,经验不限,本科,广州,1
数据分析师,广州·天河区·棠下,6-11K,"1-3年, 本科","SQL, Python, Power BI, 数学/统计相关专业, 计算机相关专业, 数据分析/挖掘经验",诸华科技,,https://www.zhipin.com/job_detail/c62cebb67e6582c71XF82ti8FlFU.html?lid=KnXM7XL07Q.search.70&securityId=_OvWm3DJQnenl-A1bmJwG-xRsFklA-ip87UZ6Of8UjFMzs4j50yCP6LoHlNCIvP6lepmw2gc4j8qjIbVD1o7m1lj_spdiAWX8DG_WExIaF8fQ9YbiCAx&sessionId=,6,11,8.5,1-3年,本科,广州,1
数据分析师,广州·天河区·东圃,8-12K,"1-3年, 本科","Python, Power BI, SQL, 数学/统计相关专业, Hadoop, Spark, 电商项目",广加科技,节日福利，年终奖，带薪年假，员工旅游，生日关怀，定期体检，零食下午茶，五险一金,https://www.zhipin.com/job_detail/31b85ba2654ae1991Xxy29y4FlpW.html?lid=KnXM7XL07Q.search.71&securityId=9es1iScjb4igJ-I1Qy-2g3qCWACn881Y2a5QXPkrbCQ-WoJm_-uKDw3y9o8DRotsTWQCmXd3EIPiGdZR4H3zUsyzRRqNL5VFG296BrfKEX-bliSjbQ~~&sessionId=,8,12,10,1-3年,本科,广州,8
数据分析师,广州·花都区·铁路西,13-25K,"5-10年, 大专","数学/统计相关专业, 计算机相关专业, 数据分析/挖掘经验",拓维云创,带薪年假，定期体检，节日福利，五险一金，餐补，加班补助，员工旅游,https://www.zhipin.com/job_detail/2099773ffff4ea7c1X1739u9FlJU.html?lid=KnXM7XL07Q.search.72&securityId=7Eg9O01kWfKWT-y1untV2wV0NjK2wKtHF3hpG_gO40i4hXIRUM4QvblJyubaxacjXvvr_C8_IyD35oMVVMvE8htR87HLksa2pW16oXTnKZCYiCQBqLw~&sessionId=,13,25,19,5-10年,大专,广州,7
数据分析师,广州·白云区·石井,10-11K,"经验不限, 本科","Excel, SPSS, SAS, R, Stata, Matlab, 多元统计分析, 回归分析",新易,,https://www.zhipin.com/job_detail/c4315431b2c1269d1nJ839q9EVRX.html?lid=KnXM7XL07Q.search.73&securityId=YCKevrufU6Cri-L1OckbG6qqvTLdPY07GWa_VJckdlwtGef1uwp0rMSyqrqYKwP3ctMd12y0Gcj4Ueq7kgdBpX6-3d6aNj5-X_wSUK0107iYi8-q86ua&sessionId=,10,11,10.5,经验不限,本科,广州,1
数据分析师,广州·南沙区·黄阁,15-22K,"3-5年, 本科","Python, SQL, Hive, 数学/统计相关专业, 数据分析/挖掘经验",音泰思,定期体检，节日福利，带薪年假，餐补，加班补助，补充医疗保险，五险一金，员工旅游，年终奖,https://www.zhipin.com/job_detail/450dd37e62ff8bd51Xx_2t25EldY.html?lid=KnXM7XL07Q.search.74&securityId=m016Inftu21tf-e14l1QMDQBZR_prTE439EbnujWkQIBBnPyQ0o53f0hokcYptipmBQhxqdZRcIb4pWzkawnGZM0uElJAfjIB_dmQ9kuzyJ-dfB-ng~~&sessionId=,15,22,18.5,3-5年,本科,广州,9
数据分析师,广州·黄埔区·鱼珠,5-8K,"1-3年, 本科","Python, SQL, 数学/统计相关专业, 计算机相关专业, 金融行业数据相关经验",深圳冠晨,节日福利，零食下午茶，带薪年假，五险一金，年终奖，餐补,https://www.zhipin.com/job_detail/59fa9dcf48f89c6b1XB-3N2-FVRU.html?lid=KnXM7XL07Q.search.75&securityId=1u1Xk2vRDuLOW-C123aX_H24HpJD21hwFcQIKDOWh0SNq0SNc00ETwltdZai4kHtW4hj0mmkLHciqDSVcSFQDF5V9YWEXWL56eLKtOBCq8KfCiscFXM~&sessionId=,5,8,6.5,1-3年,本科,广州,6
数据分析师,广州·黄埔区·鱼珠,8-10K,"1-3年, 本科","数学/统计相关专业, 数据分析/挖掘经验, 电商/零售行业数据相关经验, 数据分析",凯丽隆,五险一金，全勤奖，大型团建，生日会，股票期权，带薪年假，员工旅游，通讯补贴，交通补助，年终奖，加班补助，零食下午茶，节日福利,https://www.zhipin.com/job_detail/bfbb6ef91855763e1XF73N65EVJS.html?lid=KnXM7XL07Q.search.76&securityId=t4r0HziWiN2q6-A1QWEWwu3hMVD0-mWUtE3nXGoruDEkurIi-CWHe6Mv9I4Egf6Uuw3qaVLdgwKZXuJyAAicGu3_T1SPFeXtH8bRVNR18tSdpMntIw~~&sessionId=,8,10,9,1-3年,本科,广州,13
数据分析师,广州·黄埔区·东圃,7-10K,"3-5年, 本科","SQL, Python",环亚集团,餐补，节日福利，免费班车，五险一金，带薪年假,https://www.zhipin.com/job_detail/f061c5534ad2f56f1XJ80tq5GVZR.html?lid=KnXM7XL07Q.search.77&securityId=_0T0q0b02gYzv-a1FIM6-P2DXdz4govo8tL2d6je8DVGEVO1aI_JfghSmiRzRhMd3EiXyTFtOhiy19yBSUdzxzPS2U_4b5p4snPgSYOEwDIt_Ukn9hg~&sessionId=,7,10,8.5,3-5年,本科,广州,5
数据分析师,广州·海珠区·琶洲,15-25K,"3-5年, 本科","Python, SAS, 数据运营",信用生活,零食下午茶，节日福利，周末双休，股票期权，生日福利，团建聚餐，五险一金，住房补贴，年终奖，出差补贴，带薪年假，定期体检,https://www.zhipin.com/job_detail/c9df745cb56e38291XF63N-5GFVU.html?lid=KnXM7XL07Q.search.78&securityId=PWTF1PhRrCjvK-21Zb1tTnleZYVlLzQsxnEgCFTwqGDccKd11AkgztMY8P1HAXvzYaAk4SNzVTVFKq6td7E2UOWdjO8imMk8zldPOQ2UJa14pQfGlYr-4xJDEqQ4HP9sLOH86DF7WYy5OEzyKq6Bqw~~&sessionId=,15,25,20,3-5年,本科,广州,12
数据分析师,广州·天河区·华景新城,11-21K,"3-5年, 本科","SQL, Python, Power BI, 数学/统计相关专业, 经济/工商管理相关专业, 数据分析/挖掘经验",广州区块链新科技,节日福利，员工旅游，全勤奖，交通补助，股票期权，包吃，带薪年假，定期体检，五险一金，通讯补贴，餐补，零食下午茶，年终奖，住房补贴，补充医疗保险，加班补助,https://www.zhipin.com/job_detail/700499845402e6d31XB73t-7EltX.html?lid=KnXM7XL07Q.search.79&securityId=rupqVTh8gyYQ9-r1zCD1gzexuQ1229naznWPAFC7P2NMZ0WSvT6s5A5opnNA5lhwIelk92R0y4d_VX3orLP6Oec7ra6YdfRFKq33_zyxfJHB2Zu82v4~&sessionId=,11,21,16,3-5年,本科,广州,16
数据分析师,广州·黄埔区·大沙,8-10K,"1-3年, 本科","SPSS, Excel, Tableau",侨益股份,商业意外险，定期体检，加班补助，带薪年假，五险一金，年终奖，通讯补贴，补充医疗保险，零食下午茶，餐补，员工旅游，节日福利,https://www.zhipin.com/job_detail/4f5da3b3f40055631XZ829i-GFRV.html?lid=KnXM7XL07Q.search.80&securityId=93BNZIQ4oYD8M-_1d7H9e3Umcja8x-JulQc8g9qYw9fuFr9nMsoULGYfZeJUi7jWCv4mGo6rRDd-6_58BC4I8_YHOB3fLLZwKSmMIg2n_jhQHS_arw~~&sessionId=,8,10,9,1-3年,本科,广州,12
